ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
248,0.1809145129224652,0.7775342465753424,"(0.30435, 0.672, 0.88889)","(0.04167, 0.90323, 0.81909)",['FacilityRegion'],"[(0.2920333878753068, 'FacilityRegion_Región Metropolitana'), (0.07697746054050442, 'FacilityRegion_Región del Biobío'), (0.07134001894378303, 'FacilityRegion_Región de Coquimbo'), (0.07111225119360484, 'FacilityRegion_Región de Valparaíso'), (0.06252450646114086, 'FacilityRegion_Región del Maule')]",Random Forest
249,0.1809145129224652,0.7775342465753424,"(0.30435, 0.672, 0.88889)","(0.04167, 0.90323, 0.81909)",['FacilityRegion'],"[(0.2920333878753068, 'FacilityRegion_Region Metropolitana'), (0.07697746054050442, 'FacilityRegion_Region del Biobio'), (0.07134001894378303, 'FacilityRegion_Region de Coquimbo'), (0.07111225119360484, 'FacilityRegion_Region de Valparaiso'), (0.06252450646114086, 'FacilityRegion_Region del Maule')]",Random Forest
250,0.1809145129224652,0.7775342465753424,"(0.30435, 0.672, 0.88889)","(0.04167, 0.90323, 0.81909)",['FacilityRegion'],"[(0.2920333878753068, 'FacilityRegion_Region Metropolitana'), (0.07697746054050442, 'FacilityRegion_Region del Biobio'), (0.07134001894378303, 'FacilityRegion_Region de Coquimbo'), (0.07111225119360484, 'FacilityRegion_Region de Valparaiso'), (0.06252450646114086, 'FacilityRegion_Region del Maule')]",Random Forest
251,0.1809145129224652,0.7775342465753424,"(0.30435, 0.672, 0.88889)","(0.04167, 0.90323, 0.81909)",['FacilityRegion'],"[(0.2920333878753068, 'FacilityRegion_Region Metropolitana'), (0.07697746054050442, 'FacilityRegion_Region del Biobio'), (0.07134001894378303, 'FacilityRegion_Region de Coquimbo'), (0.07111225119360484, 'FacilityRegion_Region de Valparaiso'), (0.06252450646114086, 'FacilityRegion_Region del Maule')]",Random Forest
252,0.1043737574552684,0.8230136986301372,"(0.44203, 0.81571, 0.87902)","(0.3631, 0.82949, 0.89563)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.0839996835856096, 'facility_mentioned'), (0.04833795495269209, 'proportion_urban'), (0.03396854904723045, 'ruid'), (0.03190208753118098, 'proportion_protected'), (0.03163170886753133, 'Topic 6')]",Random Forest
253,0.1073558648111332,0.8191780821917808,"(0.43651, 0.80775, 0.87354)","(0.32738, 0.83257, 0.89264)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.08497349585879561, 'facility_mentioned'), (0.04918063804876393, 'proportion_urban'), (0.03467394117520303, 'proportion_protected'), (0.0328023744062885, 'ruid'), (0.03146183508990707, 'Topic 43')]",Random Forest
254,0.1988071570576541,0.7736986301369863,"(0.14286, 0.68858, 0.90056)","(0.05357, 0.91705, 0.80119)",['FacilityEconomicSubSector'],"[(0.08380212846803797, 'FacilityEconomicSubSector_Discoteca / pub'), (0.05517180744475386, 'FacilityEconomicSubSector_Edificio Habitacional'), (0.042748959461272176, 'FacilityEconomicSubSector_Minera metalica'), (0.034656070964237305, 'FacilityEconomicSubSector_Planta de Tratamiento de Aguas Servidas'), (0.032731170429933384, 'FacilityEconomicSubSector_Relleno sanitario')]",Random Forest
255,0.1988071570576541,0.7736986301369863,"(0.14286, 0.68858, 0.90056)","(0.05357, 0.91705, 0.80119)",['FacilityEconomicSubSector'],"[(0.08380212846803797, 'FacilityEconomicSubSector_Discoteca / pub'), (0.05517180744475386, 'FacilityEconomicSubSector_Edificio Habitacional'), (0.042748959461272176, 'FacilityEconomicSubSector_Minera metalica'), (0.034656070964237305, 'FacilityEconomicSubSector_Planta de Tratamiento de Aguas Servidas'), (0.032731170429933384, 'FacilityEconomicSubSector_Relleno sanitario')]",Random Forest
256,0.1988071570576541,0.7736986301369863,"(0.14286, 0.68858, 0.90056)","(0.05357, 0.91705, 0.80119)",['FacilityEconomicSubSector'],"[(0.08380212846803797, 'FacilityEconomicSubSector_Discoteca / pub'), (0.05517180744475386, 'FacilityEconomicSubSector_Edificio Habitacional'), (0.042748959461272176, 'FacilityEconomicSubSector_Minera metalica'), (0.034656070964237305, 'FacilityEconomicSubSector_Planta de Tratamiento de Aguas Servidas'), (0.032731170429933384, 'FacilityEconomicSubSector_Relleno sanitario')]",Random Forest
257,0.10536779324055666,0.8164383561643835,"(0.41221, 0.80723, 0.87379)","(0.32143, 0.82335, 0.89463)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.07763924648237902, 'facility_mentioned'), (0.04952152526839563, 'proportion_urban'), (0.03647857755750008, 'proportion_protected'), (0.034112384321486035, 'ruid'), (0.02749914004901671, 'Topic 9')]",Random Forest
258,0.11928429423459246,0.8093150684931507,"(0.35652, 0.84411, 0.89315)","(0.4881, 0.78187, 0.88072)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected']","[(0.17216719595885543, 'facility_mentioned'), (0.09938535816591922, 'proportion_urban'), (0.0691229251909767, 'ruid'), (0.06889648448483543, 'proportion_protected'), (0.03604908656098363, 'Topic 7')]",Random Forest
259,0.12027833001988072,0.8054794520547945,"(0.34348, 0.84053, 0.89124)","(0.47024, 0.77727, 0.87972)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.1531176900411252, 'facility_mentioned'), (0.09173700584363269, 'proportion_urban'), (0.07698266911762844, 'ruid'), (0.05767410932787029, 'proportion_protected'), (0.04206862102045928, 'Topic 34')]",Random Forest
260,0.12027833001988072,0.8076712328767123,"(0.34783, 0.84551, 0.89124)","(0.47619, 0.78187, 0.87972)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'total_past_fines']","[(0.1723151335337732, 'facility_mentioned'), (0.08772588928377462, 'proportion_urban'), (0.0671116473714519, 'ruid'), (0.052145798706951324, 'proportion_protected'), (0.039887534389902196, 'Topic 41')]",Random Forest
261,1.0,0.3167123287671233,"(0.11497, 0.3849, 0.0)","(0.31548, 0.80645, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
262,0.4721669980119284,0.5079452054794521,"(0.0, 0.41597, 0.60825)","(0.0, 0.60829, 0.52783)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
263,0.39363817097415504,0.5221917808219179,"(0.0, 0.42715, 0.59687)","(0.0, 0.52688, 0.60636)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
264,1.0,0.1873972602739726,"(0.09868, 0.45295, 0.0)","(0.80357, 0.31797, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
265,1.0,0.20767123287671235,"(0.0993, 0.46154, 0.0)","(0.75595, 0.3871, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
266,0.34493041749502984,0.5336986301369863,"(0.0, 0.43811, 0.59584)","(0.0, 0.48387, 0.65507)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
267,0.04870775347912525,0.5550684931506851,"(0.0, 0.49558, 0.559)","(0.0, 0.08602, 0.95129)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
268,1.0,0.0958904109589041,"(0.09287, 0.4375, 0.0)","(1.0, 0.01075, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
269,1.0,0.10465753424657534,"(0.09322, 0.47273, 0.0)","(0.98214, 0.03994, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
270,1.0,0.13315068493150686,"(0.09428, 0.48619, 0.0)","(0.92262, 0.13518, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
271,1.0,0.1473972602739726,"(0.09464, 0.49583, 0.0)","(0.89286, 0.1828, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
272,1.0,0.1873972602739726,"(0.09868, 0.45295, 0.0)","(0.80357, 0.31797, 0.0)",['RAKE'],"[(1.0, 'rake_feature')]",Random Forest
273,0.2216699801192843,0.6745205479452054,"(0.21429, 0.66565, 0.70287)","(0.07143, 0.66974, 0.77833)","['LDA', 'TF-IDF', 'RAKE']","[(0.04503772351720271, 'ruid'), (0.03674882951704649, 'Topic 23'), (0.025130710249878743, 'Topic 15'), (0.020517882281205217, 'Topic 0'), (0.018263296495877986, 'Topic 14')]",Random Forest
274,0.2117296222664016,0.6854794520547945,"(0.31373, 0.67071, 0.71121)","(0.09524, 0.67896, 0.78827)","['LDA', 'TF-IDF', 'RAKE']","[(0.046777536023397674, 'ruid'), (0.03564286601022416, 'Topic 24'), (0.027407162107353163, 'Topic 39'), (0.022083116650008335, 'Topic 20'), (0.018408571166430382, 'Topic 18')]",Random Forest
275,0.21570576540755468,0.6838356164383562,"(0.24286, 0.68527, 0.71081)","(0.10119, 0.67896, 0.78429)","['LDA', 'TF-IDF', 'RAKE']","[(0.05079916048589585, 'ruid'), (0.04394715759239065, 'Topic 20'), (0.03533565374008857, 'Topic 28'), (0.027328862259545103, 'Topic 1'), (0.02501966431354455, 'Topic 5')]",Random Forest
276,0.220675944333996,0.6761643835616439,"(0.23333, 0.66769, 0.70504)","(0.08333, 0.66974, 0.77932)","['LDA', 'TF-IDF', 'RAKE']","[(0.05041251276993733, 'ruid'), (0.04738672229955218, 'Topic 21'), (0.03292612653343763, 'Topic 26'), (0.025482433825439774, 'Topic 22'), (0.02522603822105094, 'Topic 11')]",Random Forest
277,0.20974155069582506,0.6832876712328767,"(0.21429, 0.68323, 0.70667)","(0.07143, 0.67588, 0.79026)","['LDA', 'TF-IDF', 'RAKE']","[(0.0464582269498365, 'ruid'), (0.03968906682075237, 'Topic 33'), (0.02783317836804163, 'Topic 13'), (0.024735409117519168, 'Topic 15'), (0.018682471876562495, 'Topic 5')]",Random Forest
278,0.07952286282306162,0.6498630136986301,"(0.04918, 0.82372, 0.63774)","(0.01786, 0.39478, 0.92048)",['FacilityEconomicSubSector'],"[(0.5288728905436657, 'PC1'), (0.47112710945633435, 'PC0')]",Random Forest
279,0.07952286282306162,0.6498630136986301,"(0.04918, 0.82372, 0.63774)","(0.01786, 0.39478, 0.92048)",['FacilityEconomicSubSector'],"[(0.5288728905436657, 'PC1'), (0.47112710945633435, 'PC0')]",Random Forest
280,0.07952286282306162,0.6498630136986301,"(0.04918, 0.82372, 0.63774)","(0.01786, 0.39478, 0.92048)",['FacilityEconomicSubSector'],"[(0.5288728905436657, 'PC1'), (0.47112710945633435, 'PC0')]",Random Forest
281,0.43141153081510936,0.52,"(0.14706, 0.49011, 0.62651)","(0.17857, 0.53303, 0.56859)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(1.0, 'PC1')]",Random Forest
282,0.39363817097415504,0.5594520547945205,"(0.21923, 0.54799, 0.66376)","(0.33929, 0.54378, 0.60636)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.535002883349915, 'PC1'), (0.46499711665008503, 'PC2')]",Random Forest
283,0.5397614314115308,0.5265753424657534,"(0.25146, 0.47199, 0.67101)","(0.25595, 0.69892, 0.46024)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.37648268179651856, 'PC1'), (0.31314020806055204, 'PC2'), (0.31037711014292946, 'PC3')]",Random Forest
284,0.14910536779324055,0.7972602739726027,"(0.46386, 0.75983, 0.88066)","(0.45833, 0.80184, 0.85089)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.36608808969111895, 'PC4'), (0.27000826295296115, 'PC1'), (0.19995575542682095, 'PC2'), (0.16394789192909892, 'PC3')]",Random Forest
285,0.1143141153081511,0.7857534246575343,"(0.44211, 0.80105, 0.83898)","(0.5, 0.70507, 0.88569)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.328527958221061, 'PC4'), (0.2241383123720956, 'PC1'), (0.16536038976617784, 'PC5'), (0.1502859516894262, 'PC2'), (0.1316873879512394, 'PC3')]",Random Forest
286,0.10934393638170974,0.8010958904109589,"(0.48837, 0.77623, 0.85496)","(0.375, 0.77266, 0.89066)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.26207109323099514, 'PC4'), (0.19504373745873857, 'PC1'), (0.16308902111002455, 'PC6'), (0.1499587073849887, 'PC5'), (0.12831411605045243, 'PC2')]",Random Forest
287,0.11829025844930414,0.7950684931506852,"(0.44828, 0.77245, 0.85783)","(0.3869, 0.76651, 0.88171)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.22670470044176888, 'PC4'), (0.17965922640927798, 'PC1'), (0.1498865294761064, 'PC6'), (0.12803702155616875, 'PC5'), (0.1172692128411395, 'PC7')]",Random Forest
288,0.10934393638170974,0.8076712328767123,"(0.4958, 0.78281, 0.85906)","(0.35119, 0.79724, 0.89066)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.21945772901670085, 'PC4'), (0.16369364629387337, 'PC1'), (0.11916596395766624, 'PC6'), (0.115371425424386, 'PC8'), (0.10736136864421814, 'PC5')]",Random Forest
289,0.10636182902584493,0.8197260273972603,"(0.57018, 0.79049, 0.86609)","(0.3869, 0.8172, 0.89364)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.22648746625254687, 'PC4'), (0.16752812331303799, 'PC1'), (0.10549271937693855, 'PC6'), (0.09190459148656417, 'PC5'), (0.08970555417947944, 'PC8')]",Random Forest
290,0.08648111332007953,0.8153424657534246,"(0.49558, 0.81429, 0.84935)","(0.33333, 0.78802, 0.91352)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.21045412214554574, 'PC4'), (0.15125537264636782, 'PC1'), (0.09869558167088378, 'PC6'), (0.0910387487094288, 'PC5'), (0.08523934221472723, 'PC8')]",Random Forest
291,0.09343936381709744,0.8043835616438356,"(0.5, 0.80127, 0.83516)","(0.30952, 0.77419, 0.90656)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.19142390629279735, 'PC4'), (0.14596070491188434, 'PC1'), (0.0988516065318724, 'PC6'), (0.0853903520829507, 'PC5'), (0.07725884811683587, 'PC2')]",Random Forest
292,0.1043737574552684,0.8158904109589041,"(0.54639, 0.78102, 0.86385)","(0.31548, 0.82181, 0.89563)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.1995890118428673, 'PC4'), (0.13813422576648554, 'PC1'), (0.0884887744581911, 'PC6'), (0.08281737663272275, 'PC5'), (0.07210168563669438, 'PC8')]",Random Forest
293,0.6461232604373758,0.4558904109589041,"(0.15556, 0.57037, 0.63009)","(0.54167, 0.5914, 0.35388)","['num_words', 'EnvironmentalTopic']","[(0.5837862507086612, 'num_words'), (0.15394200063146568, 'x0_Ruidos'), (0.06002775544438295, 'x0_Olores'), (0.05541001974482489, 'x0_nan'), (0.030338674721537184, 'x0_Emisiones atmosfericas')]",Random Forest
294,0.6461232604373758,0.4558904109589041,"(0.15556, 0.57037, 0.63009)","(0.54167, 0.5914, 0.35388)","['num_words', 'EnvironmentalTopic']","[(0.5837862507086612, 'num_words'), (0.15394200063146568, 'x0_Ruidos'), (0.06002775544438295, 'x0_Olores'), (0.05541001974482489, 'x0_nan'), (0.030338674721537184, 'x0_Emisiones atmosfericas')]",Random Forest
295,0.6461232604373758,0.4558904109589041,"(0.15556, 0.57037, 0.63009)","(0.54167, 0.5914, 0.35388)","['num_words', 'EnvironmentalTopic']","[(0.5837862507086612, 'num_words'), (0.15394200063146568, 'x0_Ruidos'), (0.06002775544438295, 'x0_Olores'), (0.05541001974482489, 'x0_nan'), (0.030338674721537184, 'x0_Emisiones atmosfericas')]",Random Forest
296,0.6461232604373758,0.4558904109589041,"(0.15556, 0.57037, 0.63009)","(0.54167, 0.5914, 0.35388)","['num_words', 'EnvironmentalTopic']","[(0.5837862507086612, 'num_words'), (0.15394200063146568, 'x0_Ruidos'), (0.06002775544438295, 'x0_Olores'), (0.05541001974482489, 'x0_nan'), (0.030338674721537184, 'x0_Emisiones atmosfericas')]",Random Forest
297,0.6679920477137177,0.4334246575342466,"(0.14952, 0.5661, 0.59643)","(0.55357, 0.55914, 0.33201)","['num_words', 'EnvironmentalTopic']","[(0.6561404845472047, 'num_words'), (0.14887562339497673, 'x0_Ruidos'), (0.033916722599493215, 'x0_Olores'), (0.02775739849748728, 'x0_nan'), (0.020625181608442875, 'x0_Emisiones atmosfericas')]",Random Forest
298,0.6679920477137177,0.4334246575342466,"(0.14952, 0.5661, 0.59643)","(0.55357, 0.55914, 0.33201)","['num_words', 'EnvironmentalTopic']","[(0.6561404845472047, 'num_words'), (0.14887562339497673, 'x0_Ruidos'), (0.033916722599493215, 'x0_Olores'), (0.02775739849748728, 'x0_nan'), (0.020625181608442875, 'x0_Emisiones atmosfericas')]",Random Forest
299,0.09642147117296222,0.8191780821917808,"(0.41549, 0.83518, 0.86407)","(0.35119, 0.80952, 0.90358)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.07058536399700913, 'facility_mentioned'), (0.049423850012663, 'proportion_urban'), (0.0426697440775979, 'proportion_protected'), (0.02820332031667213, 'ruid'), (0.02717099410078197, 'x0_Ruidos')]",Random Forest
300,0.14314115308151093,0.8147945205479452,"(0.59048, 0.7557, 0.8841)","(0.36905, 0.86482, 0.85686)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.2030217435271925, 'PC5'), (0.15712518381033652, 'PC1'), (0.14513563540675578, 'PC4'), (0.0926689454738976, 'PC9'), (0.09029217067393892, 'PC2')]",Random Forest
301,0.12823061630218688,0.8054794520547945,"(0.34221, 0.85836, 0.89857)","(0.53571, 0.77266, 0.87177)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.36540423045121756, 'facility_mentioned'), (0.09241044582744982, 'ruid'), (0.08178635172384835, 'x0_Ruidos'), (0.038229448863471766, 'efect ambient'), (0.027199728852245746, 'Topic 9')]",Gradient Boosting
302,0.13021868787276342,0.8065753424657535,"(0.34444, 0.86301, 0.90113)","(0.55357, 0.77419, 0.86978)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.3689388585654317, 'facility_mentioned'), (0.0902789332622715, 'ruid'), (0.08190366203736345, 'x0_Ruidos'), (0.03792933616639843, 'efect ambient'), (0.02056803589814844, 'Topic 36')]",Gradient Boosting
303,0.12823061630218688,0.812054794520548,"(0.35968, 0.86097, 0.89949)","(0.54167, 0.78955, 0.87177)","['ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'LDA', 'RAKE', 'TF-IDF', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.3632828243808882, 'facility_mentioned'), (0.09118933283103081, 'ruid'), (0.08084393460404334, 'x0_Ruidos'), (0.0501025594644273, 'efect ambient'), (0.02108771291875648, 'Topic 20')]",Gradient Boosting
